New PAW TMT results file!
Program "PAW_protein_grouper.py" run on Mon Feb 13 18:36:31 2023
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_BGS	Total_FLI	Unique_BGS	Unique_FLI	Corrected_BGS	Corrected_FLI	PSMs_Used_BGS	TotInt_126C_BGS	TotInt_127N_BGS	TotInt_127C_BGS	TotInt_128N_BGS	TotInt_128C_BGS	TotInt_129N_BGS	TotInt_129C_BGS	TotInt_130N_BGS	TotInt_130C_BGS	TotInt_131N_BGS	TotInt_131C_BGS	PSMs_Used_FLI	TotInt_126C_FLI	TotInt_127N_FLI	TotInt_127C_FLI	TotInt_128N_FLI	TotInt_128C_FLI	TotInt_129N_FLI	TotInt_129C_FLI	TotInt_130N_FLI	TotInt_130C_FLI	TotInt_131N_FLI	TotInt_131C_FLI
4588	1	sp|Q8R151|ZNFX1_MOUSE	 	 	 	 	10.8	1909	218826	NFX1-type zinc finger-containing protein 1 OS=Mus musculus OX=10090 GN=Znfx1 PE=1 SV=3	18	18	1.000	12	6	12	6	12.000	6.000	12	193675.48730399998	165014.739257	170043.41918900004	219260.82080000002	196276.483398	218246.978272	172292.09131000002	197510.541258	172286.66479399998	186631.584229	2040.645386	6	533921.1992800001	488755.248536	487656.28295900003	593155.1052239999	496246.764649	623584.880127	469483.062317	571756.77771	480785.55773999996	543065.084961	13341.223633
4589	1	sp|Q8R164|BPHL_MOUSE	 	 	 	 	69.4	291	32851	Valacyclovir hydrolase OS=Mus musculus OX=10090 GN=Bphl PE=1 SV=1	76	76	1.000	41	35	41	35	41.000	35.000	41	8259414.219362	7847026.131347	10239132.062503	9753195.821779	9952368.836793002	9544182.992673999	10928381.934328001	9380519.897094	9477057.363768002	9478750.094727002	334396.01965499995	35	18283716.339356	17160309.678710997	22598456.749512002	21323586.071288995	21763234.544677	20127850.285644	24084727.22168	19989015.742677	20587518.783692002	20038998.711426	567508.701356
4590	1	sp|Q8R180|ERO1A_MOUSE	 	 	 	 	29.5	464	54084	ERO1-like protein alpha OS=Mus musculus OX=10090 GN=Ero1a PE=1 SV=2	20	20	1.000	13	7	13	7	13.000	7.000	13	383428.402344	356276.10888600006	375501.538086	403589.36377000005	389789.865722	382873.3623050001	372247.42968699994	410621.77490099997	366675.45849499997	384543.8959960001	10492.405883999998	7	640362.859864	649997.262696	697011.723633	771749.640626	728194.389649	701060.94922	784698.87793	817000.2241209999	766299.796874	783103.508789	21452.294922
4591	1	sp|Q8R191|SNG3_MOUSE	 	 	 	 	18.3	229	24561	Synaptogyrin-3 OS=Mus musculus OX=10090 GN=Syngr3 PE=1 SV=1	16	16	1.000	8	8	8	8	8.000	8.000	8	2669467.2231449997	2737012.672729	3012417.907715	3783408.655029	2917198.260254	2961660.165527	3117811.011719	3810407.244141	2854074.892822	3029491.947999	145890.612549	8	3666710.2236329997	3473930.175415	4015811.7991939997	4671660.412292	3997673.645141	3826439.583374	3961996.725586	4587077.073974	4086020.56311	4207511.290161001	93458.59814399999
4592	1	sp|Q8R1A4|DOCK7_MOUSE	 	 	sp|Q8R1A4|DOCK7_MOUSE, sp|Q8VDR9|DOCK6_MOUSE	 	19.2	2130	241436	Dedicator of cytokinesis protein 7 OS=Mus musculus OX=10090 GN=Dock7 PE=1 SV=3	50	47	0.940	22	28	20	27	22.000	27.931	20	842743.6572270001	751046.4804709998	915842.6015639999	1027907.4863280001	888177.317386	852497.078123	884972.374025	814419.4238280001	828925.1591800001	862149.1074219999	21541.917846	27	1648917.200687	1522719.24292	1759470.623415	1990498.7573229999	1871223.5234380004	1718070.852539	1866044.6215850003	1723565.2504870004	1814976.110842	1818699.3178710002	34880.286865
4593	1	sp|Q8R1B0|STAC2_MOUSE	 	 	 	 	7.1	408	44792	SH3 and cysteine-rich domain-containing protein 2 OS=Mus musculus OX=10090 GN=Stac2 PE=1 SV=1	3	3	1.000	2	1	2	1	2.000	1.000	2	6224.87268	7275.96875	7721.914793999999	9155.997558	7926.594361	9063.086914	6176.934692	9549.435791	6459.463867	10102.562988	150.0	1	25238.318359	16490.767578	20241.785156	25932.753906	22331.605469	17224.605469	26112.054688	29038.423827999995	23491.880859	33962.378906	150.0
4594	1	sp|Q8R1B4|EIF3C_MOUSE	 	 	sp|Q68FF7|SLAI1_MOUSE, sp|Q8R1B4|EIF3C_MOUSE	 	35.3	911	105530	Eukaryotic translation initiation factor 3 subunit C OS=Mus musculus OX=10090 GN=Eif3c PE=1 SV=1	74	72	0.973	43	31	41	31	42.907	31.000	41	3084912.150883001	2886349.684569	3403573.1484379997	3649971.0009800005	3479527.9858400007	3187733.8559580003	3323757.7832040004	3264044.9226079998	3392682.6901869997	3203479.8042000006	117153.552856	31	3923290.967470001	3464174.9455560003	4102151.195494	4585619.836426999	4447481.578005	3480640.8032260006	4034988.9487300003	4017013.2198479995	4126597.457033	3457481.9664330003	45871.459961
4595	1	sp|Q8R1C0|KCNC4_MOUSE	 	 	sp|P15388|KCNC1_MOUSE, sp|Q63959|KCNC3_MOUSE, sp|Q8R1C0|KCNC4_MOUSE	 	3.5	628	68655	Potassium voltage-gated channel subfamily C member 4 OS=Mus musculus OX=10090 GN=Kcnc4 PE=2 SV=1	5	1	0.200	3	2	1	0	1.062	0.000	1	16616.248047	14207.900391	16948.246094	22311.677734	15559.910156	17796.841797	22756.013672	20560.294922	16537.146484	20667.148438	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4596	1	sp|Q8R1F1|NIBA2_MOUSE	 	 	 	 	12.1	749	84818	Protein Niban 2 OS=Mus musculus OX=10090 GN=Niban2 PE=1 SV=2	12	12	1.000	5	7	5	7	5.000	7.000	5	289312.417969	233402.993163	267136.06054599996	291427.302734	322633.88476499997	248467.263673	272348.750001	258042.394531	260231.992187	259166.962891	150.0	7	491373.882811	431346.191408	508009.925783	496492.027343	553928.394532	515884.890625	501619.414063	453945.371094	491030.87304800004	509763.433593	4426.61377
4597	1	sp|Q8R1F5|HYI_MOUSE	 	 	 	 	37.2	277	30448	Putative hydroxypyruvate isomerase OS=Mus musculus OX=10090 GN=Hyi PE=1 SV=2	20	20	1.000	10	10	10	10	10.000	10.000	10	956360.1455089999	1017800.9121109999	1167297.037108	1212848.722656	1154655.4614249999	1049076.151366	1142030.200196	1132901.799317	1151650.515137	726072.019533	23767.56836	10	1214658.640625	1179974.95703	1370443.100587	1538310.704103	1379115.308594	1321462.407227	1449574.340821	1253697.740234	1382017.0087899999	883700.56836	7931.98706
4598	1	sp|Q8R1F6|HID1_MOUSE	 	 	 	 	10.5	788	88778	Protein HID1 OS=Mus musculus OX=10090 GN=Hid1 PE=1 SV=1	9	9	1.000	3	6	3	6	3.000	6.000	3	99888.094727	79765.445312	94180.15332	107508.19531200001	91153.580078	102062.53711	97852.358398	104233.27832	105927.357422	101153.039063	3981.062744	6	791195.668213	763446.90039	888342.7871099999	974292.057617	913991.0576170001	839758.053224	844738.654786	881658.4633790001	833912.0732430001	841856.794922	1356.476196
4599	1	sp|Q8R1G2|CMBL_MOUSE	 	 	 	 	49.8	245	27902	Carboxymethylenebutenolidase homolog OS=Mus musculus OX=10090 GN=Cmbl PE=1 SV=1	15	15	1.000	7	8	7	8	7.000	8.000	7	771980.3769520001	647328.9267569999	727071.6601570001	754493.790038	701782.8271470001	635679.452149	614028.4550789999	761749.6699220001	755365.498048	711651.982423	34808.463135	8	2140093.904296	1936265.314942	2070074.3896480002	2073343.8620620002	2011051.9536139998	1703015.5602410003	1695378.5808099997	2029765.7563470001	2208141.610353	1815858.4570320002	18324.616212
4600	1	sp|Q8R1H0|HOP_MOUSE	 	 	 	 	49.3	73	8282	Homeodomain-only protein OS=Mus musculus OX=10090 GN=Hopx PE=1 SV=1	19	19	1.000	10	9	10	9	10.000	9.000	10	1578694.490234	1515558.811523	2037780.4160159999	2103995.905273	2142729.407226	1852333.9082030002	2329145.445313	1680513.8378899998	2210193.784179	1786396.727539	60561.000121	9	3276852.863282	3260303.944336	3582370.0561530003	3837503.065918	3917792.620117	3235781.814453	3986974.193848	3290354.8732910003	3643039.4082029997	3398992.493653	73048.879883
4601	1	sp|Q8R1I1|QCR9_MOUSE	 	 	 	 	48.4	64	7445	Cytochrome b-c1 complex subunit 9 OS=Mus musculus OX=10090 GN=Uqcr10 PE=1 SV=1	38	38	1.000	16	22	16	22	16.000	22.000	16	3644870.9492180003	3547367.1923830006	4430528.232421	4097720.3496089997	4504085.863282	4435865.089844	5149773.622072	4184883.2441410003	4437174.536134	4603468.1230460005	119889.47936999999	22	8553078.561525	7485020.25293	9683843.834961	9943097.066408	9686553.251465	9692931.179198999	11397181.904297	9866481.374025	9351100.750489	9626215.437502	286374.83300700004
4602	1	sp|Q8R1K1|UBAC2_MOUSE	 	 	 	 	16.8	345	39056	Ubiquitin-associated domain-containing protein 2 OS=Mus musculus OX=10090 GN=Ubac2 PE=1 SV=1	11	11	1.000	8	3	8	3	8.000	3.000	8	405803.98925800005	359688.23828	403809.44042999996	446556.5	426075.516113	416573.429687	386171.59179700003	415869.729491	414526.00292899995	415777.64648500003	11987.550293	3	196911.235352	162229.46972700002	201942.178222	248580.893799	212146.71875	189485.697754	204849.253906	205097.808594	205156.764893	188658.475342	13804.188599000001
4603	1	sp|Q8R1K4|AT2L2_MOUSE	 	 	 	 	8.6	467	51965	5-phosphohydroxy-L-lysine phospho-lyase OS=Mus musculus OX=10090 GN=Phykpl PE=1 SV=1	5	5	1.000	2	3	2	3	2.000	3.000	2	18873.298217	20256.187378	27469.101562999997	23330.851562	30984.546387000006	21845.740234	31692.375975999996	19748.246094	24752.840087999997	17626.64978	150.0	3	228911.254884	240873.16113300002	298943.97461	243799.560547	266020.824219	273535.211914	271320.01367200003	259455.607422	273415.015626	195978.88183600002	5653.36377
4604	1	sp|Q8R1N0|ZN830_MOUSE	 	 	 	 	27.0	363	40658	Zinc finger protein 830 OS=Mus musculus OX=10090 GN=Znf830 PE=1 SV=1	12	12	1.000	7	5	7	5	7.000	5.000	7	144105.403077	133952.99316500002	159553.077881	170296.084228	157831.745361	165250.675049	157486.563964	136408.499268	187618.810302	154174.87622099998	1771.6746829999997	5	343523.526367	312945.410156	369635.972655	382786.908203	418142.181641	363621.171875	343460.88476499997	345898.398437	402407.13867200003	371703.849609	7977.794922
4605	1	sp|Q8R1N4|NUDC3_MOUSE	 	 	 	 	43.0	363	40890	NudC domain-containing protein 3 OS=Mus musculus OX=10090 GN=Nudcd3 PE=1 SV=3	40	40	1.000	25	15	25	15	25.000	15.000	25	1391373.1674810003	1331794.407961	1580304.2094750002	1729282.078126	1596193.8359359999	1482627.2895530001	1544768.585937	1683242.2856460004	1589078.5546880001	1691322.2138659998	54128.51977299999	15	2181554.9980470003	2164735.2148450003	2512869.830079	2748428.395509	2541376.655272	2368021.399415	2520484.2353510004	2598246.35254	2475400.9003920006	2795145.793947	17310.723633
4606	1	sp|Q8R1Q8|DC1L1_MOUSE	 	 	sp|Q6PDL0|DC1L2_MOUSE, sp|Q8R1Q8|DC1L1_MOUSE	 	66.5	523	56614	Cytoplasmic dynein 1 light intermediate chain 1 OS=Mus musculus OX=10090 GN=Dync1li1 PE=1 SV=1	106	103	0.972	57	49	54	49	55.761	49.000	54	9904509.265625997	8154468.610352999	9841646.970702002	11035781.947268996	10090237.56104	9129298.964357998	9357933.849124998	10029692.233397	9295046.290041998	9221784.479494998	316107.5383309999	49	23592696.422854	20816784.927244	23494984.294924997	26863742.303223	25569771.092776	22737425.943358	23893179.33301	25163016.893067	23139844.677248	23165548.888185	434732.09277399996
4607	1	sp|Q8R1Q9|RBSK_MOUSE	 	 	 	 	5.3	323	34119	Ribokinase OS=Mus musculus OX=10090 GN=Rbks PE=1 SV=1	5	5	1.000	2	3	2	3	2.000	3.000	2	6894.802734	4410.079224	3671.734863	8911.325439	8115.406494000001	3820.9106440000005	6475.056396	7539.749511999999	7104.866454999999	8055.759033999999	150.0	3	90160.55566400001	62428.348633	72473.264649	81718.142578	66979.672852	64135.76464899999	70080.456055	69277.602539	73373.16503799999	63405.088868000006	1357.540039
4608	1	sp|Q8R1R3|STAR7_MOUSE	 	 	 	 	9.9	373	43144	StAR-related lipid transfer protein 7, mitochondrial OS=Mus musculus OX=10090 GN=Stard7 PE=1 SV=2	11	11	1.000	4	7	4	7	4.000	7.000	4	133956.956666	102654.747497	118878.692016	141719.62988300002	130136.19128500001	119058.615235	132181.799804	130664.049317	110800.855713	115540.91381900001	2656.586182	7	129271.034424	130074.85449299999	146084.076782	159453.390137	161449.32189999998	138912.429688	157752.476073	142197.522461	144238.77599999998	146700.37573099998	2344.313477
4609	1	sp|Q8R1S0|COQ6_MOUSE	 	 	 	 	13.9	476	51392	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial OS=Mus musculus OX=10090 GN=Coq6 PE=1 SV=3	13	13	1.000	6	7	6	7	6.000	7.000	6	332462.417968	295322.387696	420211.96679700003	366927.691407	369566.984375	390302.27539100003	518739.349611	384529.878907	379924.56445299997	334399.539064	10437.400878	7	997266.615235	956448.25879	1280274.088379	1143099.5566409999	1152479.5625	1109624.415039	1629214.723633	1139527.003418	1035966.22754	1028704.103028	29414.985351
4610	1	sp|Q8R1S4|MTSS1_MOUSE	 	 	sp|Q6P9S0|MTSS2_MOUSE, sp|Q8R1S4|MTSS1_MOUSE	 	43.0	759	82407	Protein MTSS 1 OS=Mus musculus OX=10090 GN=Mtss1 PE=1 SV=1	75	66	0.880	29	46	25	41	26.923	43.847	25	1381446.544922	1455236.7500010002	1807253.787111	1796865.3261709996	1808993.5195320004	1765769.4033199998	1770302.1577150002	1650939.1147470002	1877952.2651370005	1553630.8789080002	56224.76562600001	41	5616596.330568	5628166.558349	6798035.060304001	6476694.101928	6993067.208497999	6711340.612058999	6745425.678343999	6078218.875	7157513.147584	6054976.500244001	157478.14099100005
4611	1	sp|Q8R1T1|CHMP7_MOUSE	 	 	 	 	30.8	451	50632	Charged multivesicular body protein 7 OS=Mus musculus OX=10090 GN=Chmp7 PE=1 SV=1	19	19	1.000	11	8	11	8	11.000	8.000	11	691983.1308599999	666032.1914059999	746017.5097660001	801472.345702	744532.69043	730071.8632830001	746278.9609369999	808795.686524	730412.162109	753034.47461	16362.547852	8	746559.664062	769268.932373	851460.376953	905010.611327	836227.3354500001	863373.834961	869092.2265629999	943740.1342770001	934154.4619130001	895376.476564	17018.910399999997
4612	1	sp|Q8R1T4|S35A3_MOUSE	 	 	 	 	7.7	326	35976	UDP-N-acetylglucosamine transporter OS=Mus musculus OX=10090 GN=Slc35a3 PE=2 SV=1	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	220369.144531	257432.048828	242691.726562	330759.829102	318952.355469	292401.515625	254616.048828	327913.472656	289013.921875	323389.238281	12525.226562
4613	1	sp|Q8R1U1|COG4_MOUSE	 	 	 	 	12.0	785	88660	Conserved oligomeric Golgi complex subunit 4 OS=Mus musculus OX=10090 GN=Cog4 PE=1 SV=1	15	15	1.000	10	5	10	5	10.000	5.000	10	332409.447022	321492.167723	360080.03686600004	397440.843749	354610.01513699995	350658.42724600004	352976.219238	314646.480224	341661.33838	349549.820312	6176.480225	5	308107.208984	234818.192871	298279.203124	333220.43554700003	309338.595704	298373.70898500003	265590.800781	275747.585938	296038.59179700003	297104.068848	3702.4375
4614	1	sp|Q8R1U2|CGRE1_MOUSE	 	 	 	 	13.9	281	30847	Cell growth regulator with EF hand domain protein 1 OS=Mus musculus OX=10090 GN=Cgref1 PE=1 SV=1	3	3	1.000	1	2	1	2	1.000	2.000	1	13039.286133	14185.19043	10240.479492	14294.56543	9442.091797	15195.189453	13505.513672	13488.144531	14260.918945	14119.393555	150.0	2	12480.557617	13711.706055	11610.817383	16225.232422	12058.78125	18368.480469	9006.56543	14612.827147999998	11143.25	21236.568359	150.0
4615	1	sp|Q8R1V4|TMED4_MOUSE	 	 	sp|Q8R1V4|TMED4_MOUSE, sp|Q99KF1|TMED9_MOUSE	 	26.9	227	26022	Transmembrane emp24 domain-containing protein 4 OS=Mus musculus OX=10090 GN=Tmed4 PE=1 SV=1	26	13	0.500	16	10	9	4	12.316	6.182	9	695539.0996089999	643465.8027349999	764533.25879	827504.4902359999	786263.8281259999	756582.7714830001	717448.999025	722422.861328	740051.153321	760165.4511709999	11198.420654000001	4	1065221.070313	932722.0742190001	1109166.695313	1278848.097656	1177738.3320320002	1185775.3242179998	1145632.113281	1058408.117187	1039535.656249	1151531.523437	31486.723633
4616	1	sp|Q8R1X6|SPART_MOUSE	 	 	 	 	33.2	671	72654	Spartin OS=Mus musculus OX=10090 GN=Spart PE=1 SV=1	45	45	1.000	23	22	23	22	23.000	22.000	23	1304874.7316929998	1019908.6246340001	1205962.753908	1256141.0546880001	1199832.586914	1173496.391602	1177760.7436499998	1282826.1511250003	1166512.8813480001	1185534.547853	30148.908934999996	22	3369839.1423350004	2514848.1255480004	2939651.266907001	3251361.954956	3038547.9484859994	3026559.7119170004	2925053.18286	3153659.447267	2964586.036379	3043377.894897	86271.405517
4617	1	sp|Q8R205|ZC3HA_MOUSE	 	 	 	 	6.9	435	46121	Zinc finger CCCH domain-containing protein 10 OS=Mus musculus OX=10090 GN=Zc3h10 PE=1 SV=1	6	6	1.000	3	3	3	3	3.000	3.000	3	20510.715576000002	19294.770873	24901.17334	21502.652587999997	20335.259460999998	21062.020264	20153.368652	20460.150513	19786.57251	22570.782958	150.0	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4618	1	sp|Q8R238|SDSL_MOUSE	 	 	 	 	19.5	329	34732	Serine dehydratase-like OS=Mus musculus OX=10090 GN=Sdsl PE=1 SV=1	6	6	1.000	5	1	5	1	5.000	1.000	5	258492.792968	245014.125978	228396.054686	273946.558594	265395.945312	261622.145507	259740.583985	281028.414062	249805.851563	265451.471681	10123.961426	1	211107.96875	154703.5625	188855.046875	225999.09375	174109.90625	178557.359375	202243.625	204502.078125	187341.09375	200962.34375	150.0
4619	1	sp|Q8R2H9|PHOP1_MOUSE	 	 	 	 	41.6	267	29911	Phosphoethanolamine/phosphocholine phosphatase OS=Mus musculus OX=10090 GN=Phospho1 PE=1 SV=1	14	14	1.000	7	7	7	7	7.000	7.000	7	337125.87109300005	294745.10107399995	387556.26867699996	396545.007081	394254.744995	361360.51171799994	380896.488769	357162.48632799997	368509.284057	358583.48535200005	3769.851562	7	683128.3984379999	643049.673828	851355.2607420002	849018.034179	811526.441406	792089.6816400001	921316.6132820001	865191.38086	778228.767579	820783.398438	7485.915039
4620	1	sp|Q8R2K1|FUCM_MOUSE	 	 	 	 	65.4	153	16805	Fucose mutarotase OS=Mus musculus OX=10090 GN=Fuom PE=1 SV=1	15	15	1.000	4	11	4	11	4.000	11.000	4	158003.86328	139516.242188	215556.269531	209669.835939	207234.759767	176531.0625	209393.179687	178571.763671	186951.429687	162627.703124	5179.300171	11	866372.3691409999	880882.738281	1102211.748047	982110.9394530002	1110065.9042969998	989184.96875	1245049.441407	1024475.3632830002	1045138.576171	1044207.71875	4966.479492
4621	1	sp|Q8R2M2|TDIF2_MOUSE	 	 	 	 	8.8	758	84276	Deoxynucleotidyltransferase terminal-interacting protein 2 OS=Mus musculus OX=10090 GN=Dnttip2 PE=1 SV=1	6	6	1.000	2	4	2	4	2.000	4.000	2	20833.654297	19766.041992	23444.990235	26060.404297	23959.0	23167.46875	22410.895508	22896.091796	24890.235352	23800.108397999997	150.0	4	98102.898681	97484.58300700001	108413.44726599999	123045.497558	102113.836914	97835.53247	98036.980103	103768.45190400002	95354.666504	102915.478515	150.0
4622	1	sp|Q8R2N2|UTP4_MOUSE	 	 	 	 	5.1	686	76908	U3 small nucleolar RNA-associated protein 4 homolog OS=Mus musculus OX=10090 GN=Utp4 PE=2 SV=3	3	3	1.000	2	1	2	1	2.000	1.000	2	40385.728516	37091.919921999994	49410.797852	51923.071777000005	45685.058592999994	41853.048828	51803.140625	42367.87793	54285.873047	43370.864257999994	150.0	1	67851.453125	75345.15625	77299.890625	84961.703125	83367.179688	67221.984375	87077.71875	78697.117188	69872.867188	71414.46875	150.0
4623	1	sp|Q8R2Q4|RRF2M_MOUSE	 	 	 	 	10.9	779	86108	Ribosome-releasing factor 2, mitochondrial OS=Mus musculus OX=10090 GN=Gfm2 PE=1 SV=2	10	10	1.000	4	6	4	6	4.000	6.000	4	80591.976074	76960.540039	87814.793945	88229.44629	101033.59277399999	90493.43017500002	92231.81152300001	92766.05468900001	82839.276368	95833.81542900001	2285.4760739999997	6	472759.40039200004	393661.55761699995	481175.83788999997	498697.94922	459937.101563	431692.577148	460526.171875	440028.49023399997	439094.50390699995	535430.668945	1238.7186279999999
4624	1	sp|Q8R2R3|AAGAB_MOUSE	 	 	 	 	25.9	316	34510	Alpha- and gamma-adaptin-binding protein p34 OS=Mus musculus OX=10090 GN=Aagab PE=1 SV=2	8	8	1.000	4	4	4	4	4.000	4.000	4	209041.007813	145022.833984	161906.96875	173691.722655	173983.621093	155707.085938	146149.52539	158577.140625	166301.77539	171755.257811	3982.1530759999996	4	251031.765624	243278.460938	286297.09375	300206.226563	287852.226563	291588.269532	223154.280273	286661.447266	243225.365235	312021.394531	150.0
4625	1	sp|Q8R2R9|AP3M2_MOUSE	 	 	sp|Q8R2R9|AP3M2_MOUSE, sp|Q9JKC8|AP3M1_MOUSE	 	59.8	418	46916	AP-3 complex subunit mu-2 OS=Mus musculus OX=10090 GN=Ap3m2 PE=1 SV=1	43	33	0.767	20	23	15	18	17.885	21.333	15	1491302.630372	1423634.634523	1651058.909668	1853657.405762	1663968.827881	1636193.699707	1751800.4277350004	1699406.43872	1656895.107421	1520964.0532220001	58671.217528	18	4961330.028808	4761106.899535	5376105.235291	6030571.414670999	5354618.038574001	5275500.390626	5480603.124512	5284216.427492	5257124.835327	5268909.07178	100510.383545
4626	1	sp|Q8R2S9|ARP8_MOUSE	 	 	 	 	2.7	624	70545	Actin-related protein 8 OS=Mus musculus OX=10090 GN=Actr8 PE=2 SV=1	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	132660.765624	124302.773438	128491.089844	133955.210938	150032.773437	129646.941406	150232.015625	137368.152343	135610.019531	136347.171875	150.0
4627	1	sp|Q8R2T8|TF3C5_MOUSE	 	 	 	 	17.3	520	60501	General transcription factor 3C polypeptide 5 OS=Mus musculus OX=10090 GN=Gtf3c5 PE=2 SV=2	10	10	1.000	7	3	7	3	7.000	3.000	7	128549.07812399999	125820.673583	155585.96020499998	170902.85131799997	154888.22119200003	147616.379151	161049.86645399997	147532.809082	149216.636474	156081.79858400003	150.0	3	202030.157226	181793.126465	213675.019653	260094.16308600002	189944.827148	198097.536621	189929.120118	202003.387207	204078.714355	178697.804688	6442.371582
4628	1	sp|Q8R2U0|SEH1_MOUSE	 	 	 	 	41.4	360	39774	Nucleoporin SEH1 OS=Mus musculus OX=10090 GN=Seh1l PE=2 SV=1	19	19	1.000	10	9	10	9	10.000	9.000	10	492406.83203	446434.128907	548650.1806630001	579607.495117	564594.8642579999	532598.753905	543755.429689	531383.213868	556451.80078	505464.03027299995	20086.267578	9	1095437.4531239998	1034083.3125	1329637.394532	1287785.730469	1341021.638673	1163259.4414060002	1161771.485352	1138860.640624	1299941.974609	1116971.054687	37015.539062
4629	1	sp|Q8R2U6|NUDT4_MOUSE	 	 	sp|P0C027|NUD10_MOUSE, sp|Q8R2U6|NUDT4_MOUSE, sp|Q9JI46|NUDT3_MOUSE	 	22.9	179	20156	Diphosphoinositol polyphosphate phosphohydrolase 2 OS=Mus musculus OX=10090 GN=Nudt4 PE=1 SV=1	9	4	0.444	6	3	3	1	3.778	1.245	3	122292.798828	116195.21875	124505.89453100001	135211.509766	140067.957031	124193.179687	125464.38085900001	139978.873047	120501.611328	139541.371095	5018.199218	1	53722.15234400001	49214.03125	58367.44140599999	68602.0	50511.238281	58563.71484400001	54968.15625	52941.613281	46966.667969	72015.90625	150.0
4630	1	sp|Q8R2W9|PANK3_MOUSE	 	 	sp|Q7M753|PANK2_MOUSE, sp|Q8K4K6|PANK1_MOUSE, sp|Q8R2W9|PANK3_MOUSE	 	14.3	370	41120	Pantothenate kinase 3 OS=Mus musculus OX=10090 GN=Pank3 PE=1 SV=1	6	2	0.333	1	5	0	2	0.000	2.900	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	43361.072264999995	44943.314453	52530.650391	59581.392578	46851.816407	38023.947266	45687.044922	49749.796875	54516.1875	58024.875	150.0
4631	1	sp|Q8R2Y0|ABHD6_MOUSE	 	 	 	 	45.5	336	38204	Monoacylglycerol lipase ABHD6 OS=Mus musculus OX=10090 GN=Abhd6 PE=1 SV=1	35	35	1.000	18	17	18	17	18.000	17.000	18	1698109.681153	1575910.6469710001	1860903.1572259997	2054017.7954110003	1993845.3754889998	1910171.030272	2023573.478029	1895731.682616	2042909.6557630005	1958388.157716	65593.020265	17	4659984.84717	4381180.226561999	5405686.580080002	5679591.380371	5588123.467529999	5356826.253419001	5286978.683595	5350255.674318	5393309.794433	5292669.121580999	129297.121095
4632	1	sp|Q8R2Y2|MUC18_MOUSE	 	 	 	 	30.6	648	71545	Cell surface glycoprotein MUC18 OS=Mus musculus OX=10090 GN=Mcam PE=1 SV=1	38	38	1.000	18	20	18	20	18.000	20.000	18	1087696.072755	1011915.943848	1414147.186526	1388533.9687509998	1306821.030274	1410817.6582	1370259.087404	1339510.932616	1234465.6279290002	1168415.456542	42050.887572	20	2164579.415529	2023238.054686	2827556.108886	2765648.573244	2754360.29541	2737423.077151	2767632.0820299992	2557764.086426	2583021.7099619997	2333699.7285170006	43897.959961
4633	1	sp|Q8R2Y8|PTH2_MOUSE	 	 	 	 	45.3	181	19526	Peptidyl-tRNA hydrolase 2, mitochondrial OS=Mus musculus OX=10090 GN=Ptrh2 PE=1 SV=1	13	13	1.000	4	9	4	9	4.000	9.000	4	314044.73242300004	280683.478516	325703.941407	392514.664063	314595.81836000003	326819.480469	330263.06836000003	345937.253907	304796.818359	320239.144531	6325.821167	9	3994104.157226	3688891.665039	4535060.674316	4771269.062499	4649496.832031	4352514.177735	4280760.915038	4651627.973633001	4352182.820313	4207037.750977	119454.846192
4634	1	sp|Q8R2Z5|VWA1_MOUSE	 	 	 	 	23.9	415	44708	von Willebrand factor A domain-containing protein 1 OS=Mus musculus OX=10090 GN=Vwa1 PE=1 SV=1	11	11	1.000	3	8	3	8	3.000	8.000	3	77048.238282	69969.641601	89341.217773	86646.012695	78177.592773	71074.97998	101319.378907	73011.135742	67734.382812	77547.388184	150.0	8	860758.570313	835334.3281250001	919126.9492179999	1060236.90625	935413.417968	942981.4296869999	993610.2968760001	1040546.1640629999	956810.0195309999	1022465.492188	20310.695312
4635	1	sp|Q8R307|VPS18_MOUSE	 	 	 	 	25.7	973	110217	Vacuolar protein sorting-associated protein 18 homolog OS=Mus musculus OX=10090 GN=Vps18 PE=1 SV=2	37	37	1.000	18	19	18	19	18.000	19.000	18	872985.553711	794641.802734	908138.1767589999	1039377.4306639999	935195.0830079999	883365.8745139999	925164.798829	933753.4091790001	930324.2197299999	911292.764648	21423.77478	19	1751192.6179199996	1615851.354981	1981212.707764	2157762.113769	1998542.118286	1834620.324465	1899420.967164	2049464.1000990001	1981180.653319	2011434.436524	23872.147949000002
