PAW protein_summary_9 results file
written: Mon Feb 13 18:35:51 2023

 	=subtotal(109,B6:B7162)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
3291.0	1	sp|Q6ZPZ3|ZC3H4_MOUSE	 	18.3	1304	140966	Zinc finger CCCH domain-containing protein 4 OS=Mus musculus OX=10090 GN=Zc3h4 PE=1 SV=2	30	30	1.000	17	13	17	13	17.000	13.000	 
3292.0	1	sp|Q6ZQ03|FNBP4_MOUSE	 	2.9	1031	111244	Formin-binding protein 4 OS=Mus musculus OX=10090 GN=Fnbp4 PE=1 SV=2	3	3	1.000	3	0	3	0	3.000	0.000	 
3293.0	1	sp|Q6ZQ06|CE162_MOUSE	 	2.1	1403	160853	Centrosomal protein of 162 kDa OS=Mus musculus OX=10090 GN=Cep162 PE=1 SV=2	3	3	1.000	2	1	2	1	2.000	1.000	 
3294.0	1	sp|Q6ZQ08|CNOT1_MOUSE	 	22.1	2375	266805	CCR4-NOT transcription complex subunit 1 OS=Mus musculus OX=10090 GN=Cnot1 PE=1 SV=2	79	79	1.000	40	39	40	39	40.000	39.000	 
3295.0	1	sp|Q6ZQ18|EFR3B_MOUSE	 	39.7	817	92405	Protein EFR3 homolog B OS=Mus musculus OX=10090 GN=Efr3b PE=1 SV=2	54	51	0.944	26	28	25	26	25.714	27.529	sp|Q6ZQ18|EFR3B_MOUSE, sp|Q8BG67|EFR3A_MOUSE
3296.0	1	sp|Q6ZQ29|TAOK2_MOUSE	 	13.6	1240	139296	Serine/threonine-protein kinase TAO2 OS=Mus musculus OX=10090 GN=Taok2 PE=1 SV=3	35	31	0.886	17	18	15	16	15.698	16.758	sp|Q5F2E8|TAOK1_MOUSE, sp|Q6ZQ29|TAOK2_MOUSE, sp|Q8BYC6|TAOK3_MOUSE
3297.0	1	sp|Q6ZQ38|CAND1_MOUSE	 	48.5	1230	136330	Cullin-associated NEDD8-dissociated protein 1 OS=Mus musculus OX=10090 GN=Cand1 PE=1 SV=2	211	198	0.938	92	119	86	112	91.864	118.644	sp|Q6ZQ38|CAND1_MOUSE, sp|Q6ZQ73|CAND2_MOUSE
3298.0	1	sp|Q6ZQ58|LARP1_MOUSE	 	27.5	1072	121123	La-related protein 1 OS=Mus musculus OX=10090 GN=Larp1 PE=1 SV=3	46	46	1.000	23	23	23	23	23.000	23.000	 
3299.0	1	sp|Q6ZQ73|CAND2_MOUSE	 	6.6	1235	135631	Cullin-associated NEDD8-dissociated protein 2 OS=Mus musculus OX=10090 GN=Cand2 PE=1 SV=2	21	8	0.381	8	13	2	6	2.136	6.356	sp|Q6ZQ38|CAND1_MOUSE, sp|Q6ZQ73|CAND2_MOUSE
3300.0	1	sp|Q6ZQ82|RHG26_MOUSE	 	40.0	814	92070	Rho GTPase-activating protein 26 OS=Mus musculus OX=10090 GN=Arhgap26 PE=1 SV=3	105	103	0.981	48	57	47	56	47.979	57.000	sp|Q6Y5D8|RHG10_MOUSE, sp|Q6ZQ82|RHG26_MOUSE
3301.0	1	sp|Q6ZQ88|KDM1A_MOUSE	 	15.5	853	92849	Lysine-specific histone demethylase 1A OS=Mus musculus OX=10090 GN=Kdm1a PE=1 SV=2	16	16	1.000	6	10	6	10	6.000	10.000	 
3302.0	1	sp|Q6ZQ93|UBP34_MOUSE	 	1.2	3582	408210	Ubiquitin carboxyl-terminal hydrolase 34 OS=Mus musculus OX=10090 GN=Usp34 PE=1 SV=3	5	5	1.000	3	2	3	2	3.000	2.000	 
3303.0	1	sp|Q6ZQB6|VIP2_MOUSE	 	4.3	1129	128425	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2 OS=Mus musculus OX=10090 GN=Ppip5k2 PE=1 SV=3	5	2	0.400	2	3	1	1	1.167	1.333	sp|A2ARP1|VIP1_MOUSE, sp|Q6ZQB6|VIP2_MOUSE
3304.0	1	sp|Q6ZQH8|NU188_MOUSE	 	5.4	1759	196694	Nucleoporin NUP188 OS=Mus musculus OX=10090 GN=Nup188 PE=1 SV=2	11	11	1.000	6	5	6	5	6.000	5.000	 
3305.0	1	sp|Q6ZQI3|MLEC_MOUSE	 	44.3	291	32342	Malectin OS=Mus musculus OX=10090 GN=Mlec PE=1 SV=2	28	28	1.000	14	14	14	14	14.000	14.000	 
3306.0	1	sp|Q6ZQK5|ACAP2_MOUSE	 	27.7	770	87210	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 OS=Mus musculus OX=10090 GN=Acap2 PE=1 SV=2	36	33	0.917	18	18	16	17	17.524	17.680	sp|Q6ZQK5|ACAP2_MOUSE, tr|Q6NXL5|Q6NXL5_MOUSE
3307.0	1	sp|Q6ZQL4|WDR43_MOUSE	 	3.4	677	75380	WD repeat-containing protein 43 OS=Mus musculus OX=10090 GN=Wdr43 PE=1 SV=2	3	3	1.000	0	3	0	3	0.000	3.000	 
3308.0	1	sp|Q6ZWM4|LSM8_MOUSE	 	88.5	96	10403	U6 snRNA-associated Sm-like protein LSm8 OS=Mus musculus OX=10090 GN=Lsm8 PE=1 SV=3	20	20	1.000	8	12	8	12	8.000	12.000	 
3309.0	1	sp|Q6ZWN5|RS9_MOUSE	 	49.5	194	22591	40S ribosomal protein S9 OS=Mus musculus OX=10090 GN=Rps9 PE=1 SV=3	29	29	1.000	15	14	15	14	15.000	14.000	 
3310.0	1	sp|Q6ZWQ0|SYNE2_MOUSE	 	2.9	6874	782716	Nesprin-2 OS=Mus musculus OX=10090 GN=Syne2 PE=1 SV=2	24	22	0.917	11	13	10	12	10.025	12.030	sp|Q6ZWQ0|SYNE2_MOUSE, sp|Q6ZWR6|SYNE1_MOUSE
3311.0	1	sp|Q6ZWR4|2ABB_MOUSE	 	20.5	443	51710	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B beta isoform OS=Mus musculus OX=10090 GN=Ppp2r2b PE=1 SV=1	22	1	0.045	10	12	1	0	1.503	0.000	sp|Q6P1F6|2ABA_MOUSE, sp|Q6ZWR4|2ABB_MOUSE, sp|Q8BG02|2ABG_MOUSE, sp|Q925E7|2ABD_MOUSE
3312.0	1	sp|Q6ZWR6|SYNE1_MOUSE	 	47.3	8799	1009914	Nesprin-1 OS=Mus musculus OX=10090 GN=Syne1 PE=1 SV=2	787	785	0.997	398	389	397	388	397.975	388.970	sp|Q6ZWQ0|SYNE2_MOUSE, sp|Q6ZWR6|SYNE1_MOUSE
3313.0	1	sp|Q6ZWU9|RS27_MOUSE	 	38.1	84	9461	40S ribosomal protein S27 OS=Mus musculus OX=10090 GN=Rps27 PE=1 SV=3	13	1	0.077	8	5	1	0	8.000	0.000	sp|Q6ZWU9|RS27_MOUSE, sp|Q6ZWY3|RS27L_MOUSE
3314.0	1	sp|Q6ZWV3|RL10_MOUSE	 	36.9	214	24604	60S ribosomal protein L10 OS=Mus musculus OX=10090 GN=Rpl10 PE=1 SV=3	24	24	1.000	12	12	12	12	12.000	12.000	 
3315.0	1	sp|Q6ZWV7|RL35_MOUSE	 	18.7	123	14552	60S ribosomal protein L35 OS=Mus musculus OX=10090 GN=Rpl35 PE=1 SV=1	4	4	1.000	3	1	3	1	3.000	1.000	 
3316.0	1	sp|Q6ZWX6|IF2A_MOUSE	 	70.2	315	36108	Eukaryotic translation initiation factor 2 subunit 1 OS=Mus musculus OX=10090 GN=Eif2s1 PE=1 SV=3	71	71	1.000	35	36	35	36	35.000	36.000	 
3317.0	1	sp|Q6ZWY3|RS27L_MOUSE	 	38.1	84	9477	40S ribosomal protein S27-like OS=Mus musculus OX=10090 GN=Rps27l PE=1 SV=3	13	1	0.077	7	6	0	1	0.000	6.000	sp|Q6ZWU9|RS27_MOUSE, sp|Q6ZWY3|RS27L_MOUSE
3318.0	1	sp|Q6ZWY8|TYB10_MOUSE	 	34.1	44	5026	Thymosin beta-10 OS=Mus musculus OX=10090 GN=Tmsb10 PE=1 SV=3	17	4	0.235	8	9	2	2	2.857	2.824	sp|P20065|TYB4_MOUSE, sp|Q6ZWY8|TYB10_MOUSE
3319.0	1	sp|Q6ZWZ2|UB2R2_MOUSE	 	13.9	238	27166	Ubiquitin-conjugating enzyme E2 R2 OS=Mus musculus OX=10090 GN=Ube2r2 PE=1 SV=1	6	4	0.667	3	3	2	2	3.000	2.667	sp|Q6ZWZ2|UB2R2_MOUSE, tr|A0A140T8I4|A0A140T8I4_MOUSE
3320.0	1	sp|Q70FJ1|AKAP9_MOUSE	 	8.8	3797	435986	A-kinase anchor protein 9 OS=Mus musculus OX=10090 GN=Akap9 PE=1 SV=2	34	34	1.000	19	15	19	15	19.000	15.000	 
3321.0	1	sp|Q70IV5|SYNEM_MOUSE	 	9.2	1561	173207	Synemin OS=Mus musculus OX=10090 GN=Synm PE=1 SV=2	12	12	1.000	9	3	9	3	9.000	3.000	 
3322.0	1	sp|Q71FD5|ZNRF2_MOUSE	 	23.9	238	23705	E3 ubiquitin-protein ligase ZNRF2 OS=Mus musculus OX=10090 GN=Znrf2 PE=1 SV=1	4	4	1.000	2	2	2	2	2.000	2.000	 
3323.0	1	sp|Q71KT5|ERG24_MOUSE	 	6.7	418	46520	Delta(14)-sterol reductase TM7SF2 OS=Mus musculus OX=10090 GN=Tm7sf2 PE=1 SV=2	4	4	1.000	2	2	2	2	2.000	2.000	 
3324.0	1	sp|Q71LX4|TLN2_MOUSE	 	59.4	2375	253618	Talin-2 OS=Mus musculus OX=10090 GN=Tln2 PE=1 SV=3	294	244	0.830	149	145	122	122	137.023	133.702	sp|P26039|TLN1_MOUSE, sp|Q71LX4|TLN2_MOUSE, sp|Q9CPR4|RL17_MOUSE
3325.0	1	sp|Q71M36|CSPG5_MOUSE	 	14.7	566	60405	Chondroitin sulfate proteoglycan 5 OS=Mus musculus OX=10090 GN=Cspg5 PE=1 SV=2	23	19	0.826	15	8	13	6	15.000	7.714	sp|Q5U5Q9|UIMC1_MOUSE, sp|Q71M36|CSPG5_MOUSE
3326.0	1	sp|Q71RI9|KAT3_MOUSE	 	23.7	455	51126	Kynurenine--oxoglutarate transaminase 3 OS=Mus musculus OX=10090 GN=Kyat3 PE=1 SV=1	18	14	0.778	9	9	6	8	7.385	8.571	sp|Q71RI9|KAT3_MOUSE, sp|Q8BTY1|KAT1_MOUSE
3327.0	1	sp|Q761V0|SC6A5_MOUSE	 	20.9	799	87860	Sodium- and chloride-dependent glycine transporter 2 OS=Mus musculus OX=10090 GN=Slc6a5 PE=1 SV=1	36	35	0.972	16	20	16	19	16.000	19.475	sp|P28571|SC6A9_MOUSE, sp|Q761V0|SC6A5_MOUSE
3328.0	1	sp|Q769J6|ATS13_MOUSE	 	4.2	1426	155355	A disintegrin and metalloproteinase with thrombospondin motifs 13 OS=Mus musculus OX=10090 GN=Adamts13 PE=1 SV=1	2	2	1.000	0	2	0	2	0.000	2.000	 
3329.0	1	sp|Q76KF0|SEM6D_MOUSE	 	6.1	1073	119814	Semaphorin-6D OS=Mus musculus OX=10090 GN=Sema6d PE=1 SV=1	7	6	0.857	5	2	4	2	4.667	2.000	sp|O35464|SEM6A_MOUSE, sp|Q76KF0|SEM6D_MOUSE
3330.0	1	sp|Q76LS9|MINY1_MOUSE	 	29.5	468	51225	Ubiquitin carboxyl-terminal hydrolase MINDY-1 OS=Mus musculus OX=10090 GN=Mindy1 PE=1 SV=1	26	26	1.000	12	14	12	14	12.000	14.000	 
3331.0	1	sp|Q76MZ3|2AAA_MOUSE	 	58.4	589	65322	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Mus musculus OX=10090 GN=Ppp2r1a PE=1 SV=3	170	131	0.771	90	80	72	59	89.753	79.650	sp|Q76MZ3|2AAA_MOUSE, sp|Q7TNP2|2AAB_MOUSE
3332.0	1	sp|Q76N33|STALP_MOUSE	 	6.0	436	49639	AMSH-like protease OS=Mus musculus OX=10090 GN=Stambpl1 PE=1 SV=1	2	2	1.000	2	0	2	0	2.000	0.000	 
3333.0	1	sp|Q78HU3|MB12A_MOUSE	 	21.4	271	28705	Multivesicular body subunit 12A OS=Mus musculus OX=10090 GN=Mvb12a PE=1 SV=1	6	6	1.000	2	4	2	4	2.000	4.000	 
3334.0	1	sp|Q78HU7|GLPC_MOUSE	 	36.8	95	10329	Glycophorin-C OS=Mus musculus OX=10090 GN=Gypc PE=1 SV=2	3	1	0.333	2	1	1	0	1.023	0.000	sp|Q78HU7|GLPC_MOUSE, sp|Q9CPW0|CNTP2_MOUSE
3335.0	1	sp|Q78IK2|ATPMK_MOUSE	 	19.0	58	6381	ATP synthase membrane subunit K, mitochondrial OS=Mus musculus OX=10090 GN=Atp5mk PE=1 SV=1	6	6	1.000	3	3	3	3	3.000	3.000	 
3336.0	1	sp|Q78IK4|MIC27_MOUSE	 	41.1	265	29260	MICOS complex subunit Mic27 OS=Mus musculus OX=10090 GN=Apool PE=1 SV=1	21	21	1.000	10	11	10	11	10.000	11.000	 
3337.0	1	sp|Q78JE5|FBX22_MOUSE	 	41.0	402	44202	F-box only protein 22 OS=Mus musculus OX=10090 GN=Fbxo22 PE=1 SV=2	30	30	1.000	15	15	15	15	15.000	15.000	 
3338.0	1	sp|Q78JW9|UBFD1_MOUSE	 	26.4	368	40143	Ubiquitin domain-containing protein UBFD1 OS=Mus musculus OX=10090 GN=Ubfd1 PE=1 SV=2	27	27	1.000	17	10	17	10	17.000	10.000	 
3339.0	1	sp|Q78PG9|CCD25_MOUSE	 	24.5	208	24480	Coiled-coil domain-containing protein 25 OS=Mus musculus OX=10090 GN=Ccdc25 PE=1 SV=1	10	10	1.000	7	3	7	3	7.000	3.000	 
3340.0	1	sp|Q78PY7|SND1_MOUSE	 	57.0	910	102087	Staphylococcal nuclease domain-containing protein 1 OS=Mus musculus OX=10090 GN=Snd1 PE=1 SV=1	140	140	1.000	73	67	73	67	73.000	67.000	 
3341.0	1	sp|Q78RX3|SIM12_MOUSE	 	30.4	92	10795	Small integral membrane protein 12 OS=Mus musculus OX=10090 GN=Smim12 PE=3 SV=1	7	7	1.000	4	3	4	3	4.000	3.000	 
3342.0	1	sp|Q78TU8|F107A_MOUSE	 	45.1	144	17510	Actin-associated protein FAM107A OS=Mus musculus OX=10090 GN=Fam107a PE=1 SV=1	11	11	1.000	7	4	7	4	7.000	4.000	 
3343.0	1	sp|Q78WH7|CK2N2_MOUSE	 	65.8	79	8628	Calcium/calmodulin-dependent protein kinase II inhibitor 2 OS=Mus musculus OX=10090 GN=Camk2n2 PE=1 SV=1	6	5	0.833	2	4	1	4	1.250	4.000	sp|Q6QWF9|CK2N1_MOUSE, sp|Q78WH7|CK2N2_MOUSE
3344.0	1	sp|Q78YZ6|SCOC_MOUSE	 	22.4	125	14155	Short coiled-coil protein OS=Mus musculus OX=10090 GN=Scoc PE=1 SV=1	5	5	1.000	2	3	2	3	2.000	3.000	 
3345.0	1	sp|Q78ZA7|NP1L4_MOUSE	 	36.3	375	42679	Nucleosome assembly protein 1-like 4 OS=Mus musculus OX=10090 GN=Nap1l4 PE=1 SV=1	46	40	0.870	13	33	10	30	11.111	31.475	sp|P28656|NP1L1_MOUSE, sp|Q78ZA7|NP1L4_MOUSE
3346.0	1	sp|Q791T5|MTCH1_MOUSE	 	35.5	389	41565	Mitochondrial carrier homolog 1 OS=Mus musculus OX=10090 GN=Mtch1 PE=1 SV=1	25	25	1.000	13	12	13	12	13.000	12.000	 
3347.0	1	sp|Q791V5|MTCH2_MOUSE	 	41.6	303	33499	Mitochondrial carrier homolog 2 OS=Mus musculus OX=10090 GN=Mtch2 PE=1 SV=1	46	46	1.000	25	21	25	21	25.000	21.000	 
3348.0	1	sp|Q7JJ13|BRD2_MOUSE	 	6.9	798	88066	Bromodomain-containing protein 2 OS=Mus musculus OX=10090 GN=Brd2 PE=1 SV=1	7	4	0.571	2	5	2	2	2.000	2.511	sp|Q7JJ13|BRD2_MOUSE, sp|Q8K2F0|BRD3_MOUSE, sp|Q9ESU6|BRD4_MOUSE
3349.0	1	sp|Q7M6Y3|PICAL_MOUSE	 	28.6	660	71543	Phosphatidylinositol-binding clathrin assembly protein OS=Mus musculus OX=10090 GN=Picalm PE=1 SV=1	53	45	0.849	27	26	24	21	24.750	21.847	sp|Q61548|AP180_MOUSE, sp|Q7M6Y3|PICAL_MOUSE
3350.0	1	sp|Q7M6Z4|KIF27_MOUSE	 	1.3	1394	158954	Kinesin-like protein KIF27 OS=Mus musculus OX=10090 GN=Kif27 PE=1 SV=1	5	0	0.000	3	2	0	0	0.000	0.000	sp|B7ZNG0|KIF7_MOUSE, sp|Q7M6Z4|KIF27_MOUSE, sp|Q7TMQ7|WDR91_MOUSE, sp|Q9QXL1|KI21B_MOUSE, sp|Q9QXL2|KI21A_MOUSE
3351.0	1	sp|Q7M729|SCN4B_MOUSE	 	7.0	228	25192	Sodium channel subunit beta-4 OS=Mus musculus OX=10090 GN=Scn4b PE=1 SV=1	4	4	1.000	3	1	3	1	3.000	1.000	 
3352.0	1	sp|Q7M750|OPALI_MOUSE	 	39.9	143	15833	Opalin OS=Mus musculus OX=10090 GN=Opalin PE=1 SV=1	6	6	1.000	2	4	2	4	2.000	4.000	 
3353.0	1	sp|Q7M753|PANK2_MOUSE	 	17.5	456	50212	Pantothenate kinase 2, mitochondrial OS=Mus musculus OX=10090 GN=Pank2 PE=1 SV=1	11	7	0.636	5	6	4	3	4.800	4.350	sp|Q7M753|PANK2_MOUSE, sp|Q8K4K6|PANK1_MOUSE, sp|Q8R2W9|PANK3_MOUSE
3354.0	1	sp|Q7M759|AB17B_MOUSE	 	20.5	288	32200	Alpha/beta hydrolase domain-containing protein 17B OS=Mus musculus OX=10090 GN=Abhd17b PE=1 SV=1	6	6	1.000	4	2	4	2	4.000	2.000	 
3355.0	1	sp|Q7SIG6|ASAP2_MOUSE	 	31.1	958	106804	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2 OS=Mus musculus OX=10090 GN=Asap2 PE=1 SV=3	57	55	0.965	27	30	26	29	26.531	29.527	sp|Q7SIG6|ASAP2_MOUSE, sp|Q9QWY8|ASAP1_MOUSE
3356.0	1	sp|Q7TMB8|CYFP1_MOUSE	 	33.6	1253	145240	Cytoplasmic FMR1-interacting protein 1 OS=Mus musculus OX=10090 GN=Cyfip1 PE=1 SV=1	110	49	0.445	53	57	22	27	34.868	40.279	sp|Q5SQX6|CYFP2_MOUSE, sp|Q7TMB8|CYFP1_MOUSE
3357.0	1	sp|Q7TMC8|FCSK_MOUSE	 	26.2	1090	119266	L-fucose kinase OS=Mus musculus OX=10090 GN=Fcsk PE=1 SV=1	35	35	1.000	15	20	15	20	15.000	20.000	 
3358.0	1	sp|Q7TME0|PLPR4_MOUSE	 	32.5	766	83289	Phospholipid phosphatase-related protein type 4 OS=Mus musculus OX=10090 GN=Plppr4 PE=1 SV=2	42	42	1.000	26	16	26	16	26.000	16.000	 
3359.0	1	sp|Q7TMF3|NDUAC_MOUSE	 	88.3	145	17086	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 OS=Mus musculus OX=10090 GN=Ndufa12 PE=1 SV=2	64	64	1.000	33	31	33	31	33.000	31.000	 
3360.0	1	sp|Q7TMI3|UHRF2_MOUSE	 	8.2	803	90105	E3 ubiquitin-protein ligase UHRF2 OS=Mus musculus OX=10090 GN=Uhrf2 PE=1 SV=1	10	10	1.000	6	4	6	4	6.000	4.000	 
3361.0	1	sp|Q7TMJ8|P3IP1_MOUSE	 	13.3	264	28567	Phosphoinositide-3-kinase-interacting protein 1 OS=Mus musculus OX=10090 GN=Pik3ip1 PE=2 SV=1	6	6	1.000	3	3	3	3	3.000	3.000	 
3362.0	1	sp|Q7TMK9|HNRPQ_MOUSE	 	48.5	623	69632	Heterogeneous nuclear ribonucleoprotein Q OS=Mus musculus OX=10090 GN=Syncrip PE=1 SV=2	105	82	0.781	46	59	36	46	40.675	51.339	sp|Q7TMK9|HNRPQ_MOUSE, tr|Q8VHM5|Q8VHM5_MOUSE
3363.0	1	sp|Q7TMM9|TBB2A_MOUSE	 	73.7	445	49906	Tubulin beta-2A chain OS=Mus musculus OX=10090 GN=Tubb2a PE=1 SV=1	1218	36	0.030	639	579	21	15	189.453	94.714	sp|A2AQ07|TBB1_MOUSE, sp|P68372|TBB4B_MOUSE, sp|P99024|TBB5_MOUSE, sp|Q7TMM9|TBB2A_MOUSE, sp|Q922F4|TBB6_MOUSE, sp|Q9CWF2|TBB2B_MOUSE, sp|Q9D6F9|TBB4A_MOUSE, sp|Q9ERD7|TBB3_MOUSE
3364.0	1	sp|Q7TMQ7|WDR91_MOUSE	 	18.7	748	83420	WD repeat-containing protein 91 OS=Mus musculus OX=10090 GN=Wdr91 PE=1 SV=1	17	16	0.941	13	4	12	4	13.000	4.000	sp|Q7M6Z4|KIF27_MOUSE, sp|Q7TMQ7|WDR91_MOUSE
3365.0	1	sp|Q7TMW6|CIAO3_MOUSE	 	6.9	476	53107	Cytosolic iron-sulfur assembly component 3 OS=Mus musculus OX=10090 GN=Ciao3 PE=1 SV=2	3	3	1.000	1	2	1	2	1.000	2.000	 
3366.0	1	sp|Q7TMY4|THOC7_MOUSE	 	10.3	204	23715	THO complex subunit 7 homolog OS=Mus musculus OX=10090 GN=Thoc7 PE=1 SV=2	2	2	1.000	2	0	2	0	2.000	0.000	 
3367.0	1	sp|Q7TMY8|HUWE1_MOUSE	 	23.3	4377	482629	E3 ubiquitin-protein ligase HUWE1 OS=Mus musculus OX=10090 GN=Huwe1 PE=1 SV=5	158	158	1.000	74	84	74	84	74.000	84.000	 
3368.0	1	sp|Q7TN22|TXD16_MOUSE	 	4.4	820	92104	Thioredoxin domain-containing protein 16 OS=Mus musculus OX=10090 GN=Txndc16 PE=2 SV=1	3	3	1.000	1	2	1	2	1.000	2.000	 
3369.0	1	sp|Q7TN29|SMAP2_MOUSE	 	41.1	428	46577	Stromal membrane-associated protein 2 OS=Mus musculus OX=10090 GN=Smap2 PE=1 SV=1	44	44	1.000	20	24	20	24	20.000	24.000	 
3370.0	1	sp|Q7TN33|CELF6_MOUSE	 	5.2	460	48205	CUGBP Elav-like family member 6 OS=Mus musculus OX=10090 GN=Celf6 PE=2 SV=1	3	1	0.333	1	2	0	1	0.000	1.111	sp|Q7TN33|CELF6_MOUSE, sp|Q7TSY6|CELF4_MOUSE, tr|A0A5F8MPH2|A0A5F8MPH2_MOUSE
3371.0	1	sp|Q7TN79|AKA7G_MOUSE	 	12.7	314	35482	A-kinase anchor protein 7 isoform gamma OS=Mus musculus OX=10090 GN=Akap7 PE=1 SV=2	20	20	1.000	10	10	10	10	10.000	10.000	 
3372.0	1	sp|Q7TN98|CPEB4_MOUSE	 	25.9	729	80121	Cytoplasmic polyadenylation element-binding protein 4 OS=Mus musculus OX=10090 GN=Cpeb4 PE=1 SV=1	29	12	0.414	10	19	5	7	6.786	13.462	sp|Q7TN98|CPEB4_MOUSE, sp|Q7TN99|CPEB3_MOUSE, sp|Q812E0|CPEB2_MOUSE
3373.0	1	sp|Q7TN99|CPEB3_MOUSE	 	26.7	716	78334	Cytoplasmic polyadenylation element-binding protein 3 OS=Mus musculus OX=10090 GN=Cpeb3 PE=1 SV=1	27	9	0.333	11	16	6	3	8.143	6.269	sp|Q7TN98|CPEB4_MOUSE, sp|Q7TN99|CPEB3_MOUSE, sp|Q812E0|CPEB2_MOUSE
3374.0	1	sp|Q7TNB8|SBNO2_MOUSE	 	2.5	1349	149292	Protein strawberry notch homolog 2 OS=Mus musculus OX=10090 GN=Sbno2 PE=1 SV=1	4	2	0.500	2	2	1	1	1.143	1.100	sp|Q689Z5|SBNO1_MOUSE, sp|Q7TNB8|SBNO2_MOUSE
3375.0	1	sp|Q7TNC4|LC7L2_MOUSE	 	34.2	392	46582	Putative RNA-binding protein Luc7-like 2 OS=Mus musculus OX=10090 GN=Luc7l2 PE=1 SV=1	65	35	0.538	39	26	20	15	33.571	21.875	sp|Q7TNC4|LC7L2_MOUSE, sp|Q9CYI4|LUC7L_MOUSE
3376.0	1	sp|Q7TNC9|I5P1_MOUSE	 	51.5	412	47622	Inositol polyphosphate-5-phosphatase A OS=Mus musculus OX=10090 GN=Inpp5a PE=1 SV=1	121	121	1.000	52	69	52	69	52.000	69.000	 
3377.0	1	sp|Q7TNE3|SPAG7_MOUSE	 	44.9	227	25921	Sperm-associated antigen 7 OS=Mus musculus OX=10090 GN=Spag7 PE=1 SV=1	24	24	1.000	15	9	15	9	15.000	9.000	 
3378.0	1	sp|Q7TNG5|EMAL2_MOUSE	 	26.5	649	70733	Echinoderm microtubule-associated protein-like 2 OS=Mus musculus OX=10090 GN=Eml2 PE=1 SV=1	30	30	1.000	15	15	15	15	15.000	15.000	 
3379.0	1	sp|Q7TNG8|LDHD_MOUSE	 	20.5	484	51847	Probable D-lactate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Ldhd PE=1 SV=1	10	10	1.000	6	4	6	4	6.000	4.000	 
3380.0	1	sp|Q7TNM2|TRI46_MOUSE	 	34.7	759	83431	Tripartite motif-containing protein 46 OS=Mus musculus OX=10090 GN=Trim46 PE=1 SV=1	34	34	1.000	17	17	17	17	17.000	17.000	 
3381.0	1	sp|Q7TNP2|2AAB_MOUSE	 	21.8	601	65934	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform OS=Mus musculus OX=10090 GN=Ppp2r1b PE=1 SV=2	41	2	0.049	19	22	1	1	1.247	1.350	sp|Q76MZ3|2AAA_MOUSE, sp|Q7TNP2|2AAB_MOUSE
3382.0	1	sp|Q7TNR6|IGS21_MOUSE	 	18.8	468	51937	Immunoglobulin superfamily member 21 OS=Mus musculus OX=10090 GN=Igsf21 PE=1 SV=1	16	16	1.000	10	6	10	6	10.000	6.000	 
3383.0	1	sp|Q7TNR9|ARHG4_MOUSE	 	4.3	484	56679	Rho guanine nucleotide exchange factor 4 OS=Mus musculus OX=10090 GN=Arhgef4 PE=2 SV=2	2	1	0.500	2	0	1	0	1.077	0.000	sp|Q3UTH8|ARHG9_MOUSE, sp|Q7TNR9|ARHG4_MOUSE
3384.0	1	sp|Q7TNV0|DEK_MOUSE	 	29.5	380	43158	Protein DEK OS=Mus musculus OX=10090 GN=Dek PE=1 SV=1	33	33	1.000	18	15	18	15	18.000	15.000	 
3385.0	1	sp|Q7TNV1|TLC3B_MOUSE	 	7.3	275	30777	Ceramide synthase OS=Mus musculus OX=10090 GN=Tlcd3b PE=1 SV=2	2	2	1.000	2	0	2	0	2.000	0.000	 
3386.0	1	sp|Q7TPB0|PLPR3_MOUSE	 	11.6	716	76692	Phospholipid phosphatase-related protein type 3 OS=Mus musculus OX=10090 GN=Plppr3 PE=1 SV=1	5	5	1.000	4	1	4	1	4.000	1.000	 
3387.0	1	sp|Q7TPD0|INT3_MOUSE	 	12.9	1041	117936	Integrator complex subunit 3 OS=Mus musculus OX=10090 GN=Ints3 PE=1 SV=2	12	12	1.000	4	8	4	8	4.000	8.000	 
3388.0	1	sp|Q7TPD2|F185A_MOUSE	 	20.6	378	39992	Protein FAM185A OS=Mus musculus OX=10090 GN=Fam185a PE=2 SV=1	8	8	1.000	4	4	4	4	4.000	4.000	 
3389.0	1	sp|Q7TPH6|MYCB2_MOUSE	 	7.2	4749	521226	E3 ubiquitin-protein ligase MYCBP2 OS=Mus musculus OX=10090 GN=Mycbp2 PE=1 SV=3	35	35	1.000	23	12	23	12	23.000	12.000	 
